id_turma;discente;id_curso;unidade;nota;reposicao;faltas_unidade;media_final;numero_total_faltas;descricao
MATEMÁTICA ELEMENTAR;fea143602a2ba1c82fe0bf3243f5d3d3;TECNOLOGIA DA INFORMAÇÃO;2;4,5;false;0;2,9;6;REPROVADO
MATEMÁTICA ELEMENTAR;fea143602a2ba1c82fe0bf3243f5d3d3;TECNOLOGIA DA INFORMAÇÃO;3;2,5;false;0;2,9;6;REPROVADO
MATEMÁTICA ELEMENTAR;99d8fd04f58706ba42fe13e167e70427;TECNOLOGIA DA INFORMAÇÃO;1;2,6;false;0;1,3;16;REPROVADO
MATEMÁTICA ELEMENTAR;99d8fd04f58706ba42fe13e167e70427;TECNOLOGIA DA INFORMAÇÃO;2;1,4;false;0;1,3;16;REPROVADO
MATEMÁTICA ELEMENTAR;99d8fd04f58706ba42fe13e167e70427;TECNOLOGIA DA INFORMAÇÃO;3;0,0;false;0;1,3;16;REPROVADO
MATEMÁTICA ELEMENTAR;abf8c13a507e0bda989699e7cb353144;TECNOLOGIA DA INFORMAÇÃO;1;2,6;false;0;2,9;12;REPROVADO
MATEMÁTICA ELEMENTAR;abf8c13a507e0bda989699e7cb353144;TECNOLOGIA DA INFORMAÇÃO;2;4,5;false;0;2,9;12;REPROVADO
MATEMÁTICA ELEMENTAR;abf8c13a507e0bda989699e7cb353144;TECNOLOGIA DA INFORMAÇÃO;3;1,5;false;0;2,9;12;REPROVADO
MATEMÁTICA ELEMENTAR;09d82c756f3d8f1c09de282319c350c6;TECNOLOGIA DA INFORMAÇÃO;1;0,1;false;0;0,7;14;REPROVADO
MATEMÁTICA ELEMENTAR;09d82c756f3d8f1c09de282319c350c6;TECNOLOGIA DA INFORMAÇÃO;2;1,5;false;0;0,7;14;REPROVADO
MATEMÁTICA ELEMENTAR;09d82c756f3d8f1c09de282319c350c6;TECNOLOGIA DA INFORMAÇÃO;3;0,4;false;0;0,7;14;REPROVADO
MATEMÁTICA ELEMENTAR;57326cd134dbfebf7b147c7136d71122;TECNOLOGIA DA INFORMAÇÃO;1;2,0;false;0;1,6;17;REPROVADO
MATEMÁTICA ELEMENTAR;57326cd134dbfebf7b147c7136d71122;TECNOLOGIA DA INFORMAÇÃO;2;2,0;false;0;1,6;17;REPROVADO
MATEMÁTICA ELEMENTAR;57326cd134dbfebf7b147c7136d71122;TECNOLOGIA DA INFORMAÇÃO;3;0,8;false;0;1,6;17;REPROVADO
